chrom,start,end,tf,score,strand,region
chr14,67241382,67241391,SP2,541,+,chr14:67240955-67241555
chr14,67241382,67241391,SP4,541,+,chr14:67240955-67241555
chr14,67241382,67241391,KLF14,541,+,chr14:67240955-67241555
chr14,67241382,67241391,KLF12,541,+,chr14:67240955-67241555
chr14,67241382,67241391,KLF10,541,+,chr14:67240955-67241555
chr14,67241382,67241395,ZNF131,529,-,chr14:67240955-67241555
chr14,67241384,67241395,EGR3,510,-,chr14:67240955-67241555
chr14,67241384,67241397,ZNF131,517,-,chr14:67240955-67241555
chr14,67241385,67241395,EGR1,517,-,chr14:67240955-67241555
chr14,67241387,67241397,SP9,554,-,chr14:67240955-67241555
chr14,67241387,67241397,ZNF281,571,+,chr14:67240955-67241555
chr14,67241387,67241397,ZNF148,506,-,chr14:67240955-67241555
chr14,67241387,67241398,PATZ1,511,+,chr14:67240955-67241555
chr14,67241387,67241398,KLF8,592,+,chr14:67240955-67241555
chr14,67241388,67241397,SP1,541,+,chr14:67240955-67241555
chr14,67241388,67241397,SP2,541,+,chr14:67240955-67241555
chr14,67241388,67241397,SP4,541,+,chr14:67240955-67241555
chr14,67241388,67241397,KLF14,541,+,chr14:67240955-67241555
chr14,67241388,67241397,KLF12,541,+,chr14:67240955-67241555
chr14,67241388,67241397,KLF10,541,+,chr14:67240955-67241555
chr14,67241490,67241500,ZNF610,554,-,chr14:67240955-67241555
chr14,67241491,67241508,ZNF701,516,+,chr14:67240955-67241555
chr14,67241499,67241508,SP2,511,+,chr14:67240955-67241555
chr14,67241541,67241555,ZNF93,532,+,chr14:67240955-67241555
chr2,206004800,206004811,SP3,503,+,chr2:206004737-206005337
chr2,206004864,206004874,ZNF780B,532,+,chr2:206004737-206005337
chr2,206004916,206004932,RARB,513,+,chr2:206004737-206005337
chr2,206004917,206004935,RARA,609,+,chr2:206004737-206005337
chr2,206004960,206004973,ZFP42,512,+,chr2:206004737-206005337
chr2,206004961,206004978,ZNF528,566,-,chr2:206004737-206005337
chr2,206004973,206004983,SREBF1,524,-,chr2:206004737-206005337
chr2,206005014,206005024,SREBF1,506,-,chr2:206004737-206005337
chr2,206005015,206005031,RARB,520,+,chr2:206004737-206005337
chr2,206005016,206005031,NR2F6,542,+,chr2:206004737-206005337
chr2,206005016,206005031,RARG,520,+,chr2:206004737-206005337
chr2,206005016,206005034,RARA,591,+,chr2:206004737-206005337
chr1,76919111,76919130,ZNF582,589,+,chr1:76918977-76919577
chr1,76919155,76919164,PBX1,511,-,chr1:76918977-76919577
chr1,76919178,76919189,ZNF746,502,+,chr1:76918977-76919577
chr1,76919376,76919388,ZNF677,527,-,chr1:76918977-76919577
chr1,76919389,76919402,ZFP42,500,+,chr1:76918977-76919577
chr12,122981743,122981759,ZNF470,608,-,chr12:122981716-122982316
chr12,122981746,122981762,ZNF470,527,-,chr12:122981716-122982316
chr12,122981749,122981765,ZNF470,530,-,chr12:122981716-122982316
chr12,122981756,122981769,SPIC,517,+,chr12:122981716-122982316
chr12,122981757,122981770,SPI1,542,+,chr12:122981716-122982316
chr12,122981785,122981800,ZNF775,518,-,chr12:122981716-122982316
chr12,122981801,122981810,ZIC2,541,+,chr12:122981716-122982316
chr12,122981804,122981814,PRDM13,524,-,chr12:122981716-122982316
chr12,122981877,122981898,ZNF286B,652,-,chr12:122981716-122982316
chr12,122982246,122982261,ZFP14,606,+,chr12:122981716-122982316
chr12,122982291,122982301,ZNF331,506,+,chr12:122981716-122982316
chr17,46192730,46192744,ZNF471,502,-,chr17:46192693-46193293
chr17,46192735,46192753,ZNF234,557,-,chr17:46192693-46193293
chr17,46192743,46192764,ZNF16,550,+,chr17:46192693-46193293
chr17,46192757,46192768,ZNF596,532,+,chr17:46192693-46193293
chr17,46192772,46192785,PPARG::RXRA,562,+,chr17:46192693-46193293
chr17,46192801,46192815,ZNF93,548,+,chr17:46192693-46193293
chr17,46192804,46192818,ZNF93,504,+,chr17:46192693-46193293
chr17,46192820,46192830,MAX::MYC,502,-,chr17:46192693-46193293
chr17,46192820,46192830,MLX,517,-,chr17:46192693-46193293
chr17,46192890,46192902,ZNF213,611,-,chr17:46192693-46193293
chr17,46192916,46192927,PATZ1,571,+,chr17:46192693-46193293
chr17,46192916,46192928,ZNF142,509,-,chr17:46192693-46193293
chr17,46192919,46192932,ZNF131,585,-,chr17:46192693-46193293
chr17,46192922,46192940,ZBTB41,533,+,chr17:46192693-46193293
chr17,46192961,46192971,ZNF281,517,-,chr17:46192693-46193293
chr17,46192968,46192985,ZNF454,582,-,chr17:46192693-46193293
chr17,46192996,46193007,PATZ1,534,+,chr17:46192693-46193293
chr17,46193016,46193025,ZNF648,511,-,chr17:46192693-46193293
chr17,46193016,46193026,WT1,511,-,chr17:46192693-46193293
chr17,46193016,46193032,ZNF347,572,-,chr17:46192693-46193293
chr17,46193018,46193028,ZNF281,602,+,chr17:46192693-46193293
chr17,46193018,46193028,ZNF148,602,-,chr17:46192693-46193293
chr17,46193018,46193029,KLF8,520,+,chr17:46192693-46193293
chr17,46193021,46193041,PRDM9,584,+,chr17:46192693-46193293
chr17,46193029,46193041,CGGBP1,632,-,chr17:46192693-46193293
chr17,46193032,46193044,CGGBP1,518,-,chr17:46192693-46193293
chr17,46193041,46193051,ZNF610,541,-,chr17:46192693-46193293
chr17,46193053,46193067,ZNF471,505,+,chr17:46192693-46193293
chr17,46193068,46193082,ZNF530,554,-,chr17:46192693-46193293
chr17,46193126,46193136,SLC2A4RG,517,+,chr17:46192693-46193293
chr17,46193126,46193136,SLC2A4RG,517,-,chr17:46192693-46193293
chr17,46193131,46193143,ZNF142,536,-,chr17:46192693-46193293
chr17,46193134,46193143,ZBTB8A,541,+,chr17:46192693-46193293
chr17,46193135,46193147,ZNF142,539,-,chr17:46192693-46193293
chr17,46193139,46193151,ZNF142,722,-,chr17:46192693-46193293
chr17,46193140,46193153,ZNF131,502,-,chr17:46192693-46193293
chr17,46193143,46193154,PATZ1,571,+,chr17:46192693-46193293
chr17,46193143,46193155,ZNF142,509,-,chr17:46192693-46193293
chr17,46193166,46193178,ZNF142,517,+,chr17:46192693-46193293
chr17,46193166,46193179,ZNF131,519,+,chr17:46192693-46193293
chr17,46193171,46193182,PATZ1,592,-,chr17:46192693-46193293
chr17,46193172,46193181,SP1,541,-,chr17:46192693-46193293
chr17,46193172,46193181,SP2,541,-,chr17:46192693-46193293
chr17,46193172,46193181,SP4,541,-,chr17:46192693-46193293
chr17,46193172,46193181,KLF14,541,-,chr17:46192693-46193293
chr17,46193172,46193181,KLF12,541,-,chr17:46192693-46193293
chr17,46193172,46193181,KLF10,541,-,chr17:46192693-46193293
chr17,46193173,46193183,ZBED4,602,+,chr17:46192693-46193293
chr17,46193215,46193230,ZNF841,520,+,chr17:46192693-46193293
chr17,46193277,46193290,ZNF131,511,+,chr17:46192693-46193293
chr17,46193279,46193291,CGGBP1,582,+,chr17:46192693-46193293
chr7,1176220,1176231,EGR2,503,-,chr7:1176013-1176613
chr7,1176293,1176308,CTCF,569,-,chr7:1176013-1176613
chr7,1176294,1176325,CTCF,670,-,chr7:1176013-1176613
chr7,1176462,1176472,ZFX,511,-,chr7:1176013-1176613
chr7,1176505,1176527,ZNF436,636,-,chr7:1176013-1176613
chr7,1176525,1176536,PBX3,526,+,chr7:1176013-1176613
chr7,1176533,1176546,NR2F1,521,+,chr7:1176013-1176613
chr7,1176588,1176605,ZNF528,528,-,chr7:1176013-1176613
chr19,2089291,2089309,RARA,511,+,chr19:2089249-2089849
chr19,2089303,2089319,TP73,509,+,chr19:2089249-2089849
chr19,2089307,2089326,FIZ1,599,-,chr19:2089249-2089849
chr19,2089410,2089420,ZNF148,524,-,chr19:2089249-2089849
chr19,2089411,2089421,KLF5,517,-,chr19:2089249-2089849
chr19,2089419,2089435,ZNF732,531,-,chr19:2089249-2089849
chr19,2089429,2089443,ZNF699,501,+,chr19:2089249-2089849
chr19,2089530,2089543,ZNF423,588,-,chr19:2089249-2089849
chr19,2089531,2089542,EBF1,505,+,chr19:2089249-2089849
chr19,2089531,2089542,EBF1,571,-,chr19:2089249-2089849
chr19,2089531,2089542,EBF4,584,-,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2B,576,-,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2B,598,+,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2C,600,-,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2C,617,+,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2A,613,-,chr19:2089249-2089849
chr19,2089531,2089544,TFAP2A,614,+,chr19:2089249-2089849
chr19,2089557,2089566,TBX3,511,-,chr19:2089249-2089849
chr19,2089574,2089585,ZNF831,577,-,chr19:2089249-2089849
chr19,2089574,2089587,NFKB1,509,-,chr19:2089249-2089849
chr19,2089574,2089587,NFKB1,540,+,chr19:2089249-2089849
chr19,2089582,2089599,ZNF407,501,+,chr19:2089249-2089849
chr19,2089644,2089659,ZSCAN4,539,+,chr19:2089249-2089849
chr19,2089664,2089673,ZNF648,511,-,chr19:2089249-2089849
chr19,2089669,2089682,SPI1,509,+,chr19:2089249-2089849
chr19,2089669,2089682,SPIB,515,-,chr19:2089249-2089849
chr19,2089769,2089779,ZNF362,524,-,chr19:2089249-2089849
chr19,2089772,2089786,CASZ1,519,+,chr19:2089249-2089849
chr19,2089773,2089787,CASZ1,524,+,chr19:2089249-2089849
chr3,59451338,59451347,ZNF708,541,-,chr3:59451254-59451854
chr3,59451399,59451408,NR2E1,541,-,chr3:59451254-59451854
chr3,59451454,59451464,TBX21,517,-,chr3:59451254-59451854
chr3,59451455,59451464,TBX2,541,+,chr3:59451254-59451854
chr3,59451455,59451464,EOMES,541,+,chr3:59451254-59451854
chr3,59451455,59451464,TBR1,541,+,chr3:59451254-59451854
chr3,59451455,59451464,TBX18,541,+,chr3:59451254-59451854
chr3,59451455,59451464,TBX3,541,+,chr3:59451254-59451854
chr3,59451455,59451464,TBX6,541,+,chr3:59451254-59451854
chr3,59451492,59451502,MLX,506,+,chr3:59451254-59451854
chr3,59451492,59451502,MLX,541,-,chr3:59451254-59451854
chr3,59451495,59451509,TFAP4::FLI1,567,+,chr3:59451254-59451854
chr3,59451558,59451569,DMTF1,511,+,chr3:59451254-59451854
chr3,59451761,59451776,HMX2,509,-,chr3:59451254-59451854
chr3,59451779,59451789,ZNF416,541,+,chr3:59451254-59451854
chr7,135558360,135558375,ZNF418,568,+,chr7:135558334-135558934
chr7,135558475,135558485,ZNF780B,524,-,chr7:135558334-135558934
chr7,135558501,135558513,ETV5::HOXA2,547,+,chr7:135558334-135558934
chr7,135558512,135558524,ZBTB24,516,-,chr7:135558334-135558934
chr7,135558640,135558649,ZBTB8A,541,-,chr7:135558334-135558934
chr7,135558640,135558655,CTCF,549,-,chr7:135558334-135558934
chr7,135558659,135558672,ZNF24,564,-,chr7:135558334-135558934
chr7,135558760,135558773,ETV2::HOXB13,542,+,chr7:135558334-135558934
chr3,52533257,52533272,ZNF275,539,+,chr3:52533162-52533762
chr3,52533294,52533306,ZNF142,560,+,chr3:52533162-52533762
chr3,52533298,52533310,ZNF142,516,+,chr3:52533162-52533762
chr3,52533303,52533314,TFAP2A,558,+,chr3:52533162-52533762
chr3,52533304,52533315,TFAP2B,503,+,chr3:52533162-52533762
chr3,52533323,52533337,PLAG1,576,-,chr3:52533162-52533762
chr3,52533382,52533399,ZNF454,532,+,chr3:52533162-52533762
chr3,52533424,52533434,ZNF610,502,-,chr3:52533162-52533762
chr3,52533485,52533494,SP2,511,-,chr3:52533162-52533762
chr3,52533578,52533590,ZNF142,503,-,chr3:52533162-52533762
chr3,52533579,52533592,ZNF131,575,-,chr3:52533162-52533762
chr3,52533588,52533598,ZBED4,502,-,chr3:52533162-52533762
chr3,52533594,52533610,ZNF460,520,-,chr3:52533162-52533762
chr3,52533614,52533631,ZNF454,561,+,chr3:52533162-52533762
chr3,52533708,52533720,ZNF142,505,+,chr3:52533162-52533762
chr3,52533724,52533744,PRDM9,571,-,chr3:52533162-52533762
chr17,67366191,67366200,PTF1A,511,-,chr17:67366066-67366666
chr17,67366191,67366201,TAL1::TCF3,602,+,chr17:67366066-67366666
chr17,67366329,67366339,ZNF320,511,-,chr17:67366066-67366666
chr17,67366336,67366345,TFAP2A,511,-,chr17:67366066-67366666
chr17,67366336,67366345,TFAP2C,511,+,chr17:67366066-67366666
chr17,67366362,67366374,BACH1::MAFK,541,+,chr17:67366066-67366666
chr17,67366363,67366373,MAFK,554,+,chr17:67366066-67366666
chr17,67366363,67366374,NFE2L2,503,+,chr17:67366066-67366666
chr17,67366363,67366374,MAF::NFE2,502,+,chr17:67366066-67366666
chr17,67366533,67366551,ZBTB41,581,-,chr17:67366066-67366666
chr17,67366575,67366586,FOXJ2::ELF1,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ELK1,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ETS1,541,+,chr17:67366066-67366666
chr17,67366577,67366586,FEV,541,+,chr17:67366066-67366666
chr17,67366577,67366586,FLI1,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ELK3,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ERF,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ETV2,511,+,chr17:67366066-67366666
chr17,67366577,67366586,ETV3,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ETV4,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ETV5,541,+,chr17:67366066-67366666
chr17,67366577,67366586,ETS2,541,+,chr17:67366066-67366666
chr17,67366577,67366587,ZBTB2,511,+,chr17:67366066-67366666
chr1,40039834,40039844,GLI1,517,+,chr1:40039675-40040275
chr1,40039873,40039883,ZNF780B,571,-,chr1:40039675-40040275
chr1,40039884,40039895,ZNF215,577,+,chr1:40039675-40040275
chr1,40039962,40039971,RUNX1,541,-,chr1:40039675-40040275
chr1,40039962,40039971,BCL11B,511,+,chr1:40039675-40040275
chr1,40039976,40039992,ZNF343,535,+,chr1:40039675-40040275
chr1,40039999,40040015,SRF,663,+,chr1:40039675-40040275
chr1,40039999,40040015,SRF,676,-,chr1:40039675-40040275
chr1,40040028,40040041,FOXO1::ELF1,579,+,chr1:40039675-40040275
chr1,40040028,40040041,FOXO1::ELK1,549,+,chr1:40039675-40040275
chr1,40040028,40040041,FOXO1::ELK3,567,+,chr1:40039675-40040275
chr1,40040028,40040041,FOXO1::FLI1,607,+,chr1:40039675-40040275
chr1,40040029,40040040,FLI1::FOXI1,592,+,chr1:40039675-40040275
chr1,40040030,40040040,ERF::FOXI1,602,+,chr1:40039675-40040275
chr1,40040030,40040041,ETV2::FOXI1,662,+,chr1:40039675-40040275
chr1,40040030,40040041,FOXJ2::ELF1,662,+,chr1:40039675-40040275
chr1,40040030,40040042,ELF4,510,+,chr1:40039675-40040275
chr1,40040030,40040043,SPI1,698,+,chr1:40039675-40040275
chr1,40040030,40040043,SPIB,604,-,chr1:40039675-40040275
chr1,40040032,40040041,ETV1,541,+,chr1:40039675-40040275
chr1,40040032,40040041,ZNF175,541,+,chr1:40039675-40040275
chr1,40040032,40040042,GABPA,602,-,chr1:40039675-40040275
chr1,40040032,40040042,ERG,602,+,chr1:40039675-40040275
chr1,40040033,40040042,ELF1,541,+,chr1:40039675-40040275
chr1,40040033,40040042,EHF,541,-,chr1:40039675-40040275
chr1,40040033,40040042,ELF3,541,-,chr1:40039675-40040275
chr1,40040033,40040042,IKZF3,541,+,chr1:40039675-40040275
chr1,40040033,40040042,ZBTB11,511,-,chr1:40039675-40040275
chr1,40040033,40040048,ELK1::SREBF2,579,+,chr1:40039675-40040275
chr1,40040039,40040049,SREBF1,532,-,chr1:40039675-40040275
chr1,40040067,40040076,ZFP809,511,+,chr1:40039675-40040275
chr1,40040108,40040128,PRDM9,502,-,chr1:40039675-40040275
chr1,40040110,40040128,ZBTB41,582,-,chr1:40039675-40040275
chr1,40040199,40040213,ZNF606,676,-,chr1:40039675-40040275
chr1,234980827,234980837,MAFK,511,-,chr1:234980803-234981403
chr1,234980868,234980881,SPI1,575,-,chr1:234980803-234981403
chr1,234980868,234980881,SPIB,574,+,chr1:234980803-234981403
chr1,234980869,234980878,EHF,511,+,chr1:234980803-234981403
chr1,234980990,234980999,ZNF18,541,+,chr1:234980803-234981403
chr1,234981010,234981031,ZNF16,568,-,chr1:234980803-234981403
chr1,234981024,234981034,ZNF281,532,-,chr1:234980803-234981403
chr1,234981070,234981084,ZNF530,561,-,chr1:234980803-234981403
chr1,234981079,234981097,THRA,539,+,chr1:234980803-234981403
chr1,234981080,234981097,RARG,524,-,chr1:234980803-234981403
chr1,234981080,234981098,THRB,594,+,chr1:234980803-234981403
chr1,234981090,234981099,ESRRA,511,-,chr1:234980803-234981403
chr1,234981278,234981295,ZNF407,500,+,chr1:234980803-234981403
chr1,234981335,234981344,EBF2,511,-,chr1:234980803-234981403
chr1,234981335,234981344,EBF3,511,-,chr1:234980803-234981403
chr16,85557961,85557971,ZNF362,554,-,chr16:85557824-85558424
chr16,85557962,85557972,ZNF362,541,-,chr16:85557824-85558424
chr16,85557963,85557973,ZNF362,602,-,chr16:85557824-85558424
chr16,85557965,85557975,ZNF362,506,-,chr16:85557824-85558424
chr16,85558020,85558040,PRDM9,556,-,chr16:85557824-85558424
chr16,85558023,85558039,ZNF814,513,-,chr16:85557824-85558424
chr16,85558024,85558035,ZNF746,539,+,chr16:85557824-85558424
chr16,85558063,85558074,ZNF831,602,+,chr16:85557824-85558424
chr16,85558094,85558114,PRDM9,504,+,chr16:85557824-85558424
chr16,85558095,85558106,ZNF746,503,-,chr16:85557824-85558424
chr16,85558099,85558108,ZBTB8A,541,+,chr16:85557824-85558424
chr16,85558246,85558262,ZNF470,500,+,chr16:85557824-85558424
chr1,38559450,38559464,ZNF606,505,-,chr1:38559382-38559982
chr1,38559492,38559501,ESRRA,511,+,chr1:38559382-38559982
chr1,38559492,38559502,ESRRB,506,+,chr1:38559382-38559982
chr1,38559524,38559538,NR6A1,592,+,chr1:38559382-38559982
chr1,38559714,38559727,SPI1,563,-,chr1:38559382-38559982
chr1,38559714,38559727,SPIB,552,+,chr1:38559382-38559982
chr1,38559792,38559801,HOMEZ,541,+,chr1:38559382-38559982
chr1,38559818,38559830,ZNF142,521,-,chr1:38559382-38559982
chr1,38559822,38559833,PATZ1,554,+,chr1:38559382-38559982
chr1,38559826,38559836,ZBED4,602,-,chr1:38559382-38559982
chr1,38559827,38559838,PATZ1,584,+,chr1:38559382-38559982
chr1,38559827,38559838,KLF8,539,+,chr1:38559382-38559982
chr1,38559828,38559837,SP1,541,+,chr1:38559382-38559982
chr1,38559828,38559837,SP2,541,+,chr1:38559382-38559982
chr1,38559828,38559837,SP4,541,+,chr1:38559382-38559982
chr1,38559828,38559837,KLF14,541,+,chr1:38559382-38559982
chr1,38559828,38559837,KLF12,541,+,chr1:38559382-38559982
chr1,38559828,38559837,KLF10,541,+,chr1:38559382-38559982
chr1,38559828,38559838,KLF5,602,-,chr1:38559382-38559982
chr1,38559831,38559841,ZBED4,602,-,chr1:38559382-38559982
chr1,38559832,38559843,PATZ1,592,+,chr1:38559382-38559982
chr1,38559833,38559842,SP1,541,+,chr1:38559382-38559982
chr1,38559833,38559842,SP2,541,+,chr1:38559382-38559982
chr1,38559833,38559842,SP4,541,+,chr1:38559382-38559982
chr1,38559833,38559842,KLF14,541,+,chr1:38559382-38559982
chr1,38559833,38559842,KLF12,541,+,chr1:38559382-38559982
chr1,38559833,38559842,KLF10,541,+,chr1:38559382-38559982
chr1,38559847,38559857,ZNF148,554,-,chr1:38559382-38559982
chr1,38559847,38559858,PATZ1,536,+,chr1:38559382-38559982
chr1,38559851,38559871,PRDM9,515,+,chr1:38559382-38559982
chr1,38559852,38559863,KLF16,510,-,chr1:38559382-38559982
chr1,38559852,38559863,SP3,516,-,chr1:38559382-38559982
chr1,38559852,38559863,PATZ1,532,+,chr1:38559382-38559982
chr1,38559852,38559863,KLF8,632,+,chr1:38559382-38559982
chr1,38559853,38559862,SP1,541,+,chr1:38559382-38559982
chr1,38559853,38559862,SP2,541,+,chr1:38559382-38559982
chr1,38559853,38559862,SP4,541,+,chr1:38559382-38559982
chr1,38559853,38559862,KLF14,541,+,chr1:38559382-38559982
chr1,38559853,38559862,KLF12,541,+,chr1:38559382-38559982
chr1,38559853,38559862,KLF10,541,+,chr1:38559382-38559982
chr1,38559853,38559863,KLF5,602,-,chr1:38559382-38559982
chr1,38559856,38559866,ZBED4,602,-,chr1:38559382-38559982
chr1,38559857,38559868,PATZ1,592,+,chr1:38559382-38559982
chr1,38559858,38559867,SP1,541,+,chr1:38559382-38559982
chr1,38559858,38559867,SP2,541,+,chr1:38559382-38559982
chr1,38559858,38559867,SP4,541,+,chr1:38559382-38559982
chr1,38559858,38559867,KLF14,541,+,chr1:38559382-38559982
chr1,38559858,38559867,KLF12,541,+,chr1:38559382-38559982
chr1,38559858,38559867,KLF10,541,+,chr1:38559382-38559982
chr1,38559921,38559932,FOXJ2::ELF1,520,-,chr1:38559382-38559982
chr1,38559922,38559933,FLI1::FOXI1,532,-,chr1:38559382-38559982
chr1,38559955,38559966,PRDM15,530,+,chr1:38559382-38559982
chr19,3463332,3463352,PRDM9,510,+,chr19:3463271-3463871
chr19,3463357,3463367,SLC2A4RG,517,+,chr19:3463271-3463871
chr19,3463357,3463367,SLC2A4RG,517,-,chr19:3463271-3463871
chr19,3463390,3463400,KLF5,541,-,chr19:3463271-3463871
chr19,3463415,3463429,KLF17,518,-,chr19:3463271-3463871
chr19,3463447,3463460,SPIB,580,-,chr19:3463271-3463871
chr19,3463450,3463459,EHF,511,-,chr19:3463271-3463871
chr19,3463452,3463461,ZKSCAN5,511,+,chr19:3463271-3463871
chr19,3463458,3463473,ZNF275,563,+,chr19:3463271-3463871
chr19,3463459,3463469,ZFX,511,-,chr19:3463271-3463871
chr19,3463466,3463476,PRDM13,517,+,chr19:3463271-3463871
chr19,3463467,3463476,ASCL1,511,+,chr19:3463271-3463871
chr19,3463468,3463482,ETV5::FIGLA,542,-,chr19:3463271-3463871
chr19,3463511,3463525,KLF17,515,+,chr19:3463271-3463871
chr19,3463518,3463528,KLF5,506,+,chr19:3463271-3463871
chr19,3463574,3463586,ZNF142,588,+,chr19:3463271-3463871
chr19,3463621,3463640,RREB1,503,+,chr19:3463271-3463871
chr19,3463626,3463636,ZNF740,517,+,chr19:3463271-3463871
chr19,3463629,3463640,PATZ1,566,-,chr19:3463271-3463871
chr19,3463630,3463640,ZNF281,532,-,chr19:3463271-3463871
chr19,3463649,3463664,GLI3,533,+,chr19:3463271-3463871
chr19,3463698,3463713,ZSCAN4,777,+,chr19:3463271-3463871
chr19,3463724,3463740,ZNF347,508,-,chr19:3463271-3463871
chr19,3463791,3463805,PLAG1,574,-,chr19:3463271-3463871
chr19,3463813,3463822,ZKSCAN5,541,+,chr19:3463271-3463871
chr19,3463817,3463828,ZNF596,516,+,chr19:3463271-3463871
chr19,3463847,3463866,RREB1,520,+,chr19:3463271-3463871
chr19,3463849,3463863,KLF17,549,+,chr19:3463271-3463871
chr19,3463851,3463862,KLF16,500,+,chr19:3463271-3463871
chr20,30512439,30512449,SCRT1,602,+,chr20:30512197-30512797
chr20,30512439,30512449,SCRT2,571,+,chr20:30512197-30512797
chr20,30512462,30512478,ZNF732,567,-,chr20:30512197-30512797
chr20,30512592,30512607,ZNF146,646,+,chr20:30512197-30512797
chr20,30512621,30512640,RREB1,761,+,chr20:30512197-30512797
chr20,30512626,30512636,ZNF281,532,-,chr20:30512197-30512797
chr20,30512698,30512707,HAND1::TCF3,541,-,chr20:30512197-30512797
chr20,30512718,30512728,SCRT1,541,+,chr20:30512197-30512797
chr20,30512718,30512728,SCRT2,511,+,chr20:30512197-30512797
chr20,30512766,30512776,GFI1B,511,-,chr20:30512197-30512797
chr20,30512767,30512776,RUNX1,541,+,chr20:30512197-30512797
chr20,30512767,30512776,BCL11B,511,-,chr20:30512197-30512797
chr7,100678325,100678336,ZNF746,547,+,chr7:100678200-100678800
chr7,100678338,100678355,ZNF454,745,+,chr7:100678200-100678800
chr7,100678367,100678377,SREBF1,524,+,chr7:100678200-100678800
chr7,100678438,100678450,HES7,529,-,chr7:100678200-100678800
chr7,100678438,100678450,HES7,576,+,chr7:100678200-100678800
chr7,100678439,100678449,HES5,524,+,chr7:100678200-100678800
chr7,100678439,100678449,HES5,524,-,chr7:100678200-100678800
chr7,100678439,100678449,HEY1,541,+,chr7:100678200-100678800
chr7,100678580,100678591,ZBTB18,517,-,chr7:100678200-100678800
chr7,100678592,100678606,ZNF699,521,+,chr7:100678200-100678800
chr7,100678614,100678628,FERD3L,567,+,chr7:100678200-100678800
chr7,100678614,100678628,FERD3L,642,-,chr7:100678200-100678800
chr7,100678626,100678638,ZNF213,674,+,chr7:100678200-100678800
chr7,100678640,100678657,ZNF454,566,-,chr7:100678200-100678800
chr7,100678670,100678685,ZNF775,635,+,chr7:100678200-100678800
chr7,100678677,100678692,ZNF775,509,+,chr7:100678200-100678800
chr7,100678691,100678703,ZNF274,534,+,chr7:100678200-100678800
chr20,5949930,5949950,PRDM9,574,+,chr20:5949854-5950454
chr20,5950056,5950066,ETV5::FOXO1,506,+,chr20:5949854-5950454
chr20,5950105,5950117,ZNF75D,652,+,chr20:5949854-5950454
chr20,5950146,5950157,KLF8,522,+,chr20:5949854-5950454
chr20,5950216,5950226,ZNF148,532,-,chr20:5949854-5950454
chr20,5950240,5950249,SP2,511,+,chr20:5949854-5950454
chr20,5950436,5950445,SP2,511,-,chr20:5949854-5950454
chr20,5950436,5950453,ZNF701,504,-,chr20:5949854-5950454
chr20,5950440,5950451,PATZ1,526,-,chr20:5949854-5950454
chr20,5950441,5950451,ZNF281,511,-,chr20:5949854-5950454
chr20,5950441,5950451,ZNF148,511,+,chr20:5949854-5950454
chr4,144645631,144645647,ZNF460,569,-,chr4:144645471-144646071
chr4,144645738,144645750,ZNF213,559,+,chr4:144645471-144646071
chr4,144645745,144645761,ZNF732,535,+,chr4:144645471-144646071
chr4,144645748,144645764,ZNF343,616,-,chr4:144645471-144646071
chr4,144645762,144645777,ZNF775,516,-,chr4:144645471-144646071
chr4,144645765,144645775,ZNF257,506,+,chr4:144645471-144646071
chr4,144645784,144645798,ZNF93,518,+,chr4:144645471-144646071
chr4,144645884,144645897,ZNF131,512,-,chr4:144645471-144646071
chr4,144645886,144645899,ZNF131,606,-,chr4:144645471-144646071
chr4,144645887,144645899,ZNF142,511,-,chr4:144645471-144646071
chr4,144645928,144645945,ZNF454,557,+,chr4:144645471-144646071
chr4,144645935,144645949,ZNF530,538,-,chr4:144645471-144646071
chr4,144645936,144645947,ZNF746,592,+,chr4:144645471-144646071
chr4,144645938,144645948,WT1,511,+,chr4:144645471-144646071
chr4,144645939,144645948,ZNF648,511,+,chr4:144645471-144646071
chr4,144645951,144645963,CGGBP1,570,+,chr4:144645471-144646071
chr4,144645972,144645982,KLF5,517,+,chr4:144645471-144646071
chr4,144645972,144645983,PATZ1,562,-,chr4:144645471-144646071
chr4,144645973,144645983,ZNF148,571,+,chr4:144645471-144646071
chr4,144646015,144646028,ZNF131,514,-,chr4:144645471-144646071
chr4,144646021,144646034,ZNF131,529,-,chr4:144645471-144646071
chr4,144646031,144646051,PRDM9,534,-,chr4:144645471-144646071
chr4,144646033,144646047,ZNF530,540,-,chr4:144645471-144646071
chr4,144646034,144646045,PATZ1,527,-,chr4:144645471-144646071
chr4,144646035,144646045,ZNF148,541,+,chr4:144645471-144646071
chr4,144646036,144646052,ZNF347,594,+,chr4:144645471-144646071
chr4,144646038,144646047,ZNF648,541,+,chr4:144645471-144646071
chr4,144646056,144646065,KLF14,511,+,chr4:144645471-144646071
